title,content,source,url
Ba tiếng,"Nghĩa đời trong ba tiếng:
Máy điện giục gầm gù
Chuông đạo hát vô tư
Kiểng tù khua gắt gỏng
Mỗi tiếng riêng một giọng
Mỗi giọng riêng một lời.

Máy bảo: “Đổ mồ hôi
Hay dầu sôi nước mắt
Rã rời tay cũng mặc
Mi phải suốt đời mi
Làm nữa, phải làm đi
Không một giây ngừng nghỉ”.

Chuông khuyên, lời uỷ mị:
“Con, nhận khổ đời con
Để nhẹ thoát linh hồn
Thiên đàng trong nhẫn nhục
Oán thù là địa ngục
Cười vui theo gió quên”.

Và kểng doạ: “Nằm yên
Phải cúi đầu khuất phục
Đây thành lao cửa ngục
Đây xiềng xích, gông cùm
Đây mũi sũng, làn gươm
Chết, nếu mi đòi sống”.

Kểng tù khua gắt gỏng
Máy điện giục gầm gừ
Chuông đạo hát vô tư:
Nghĩa đời trong ba tiếng.","Xà lim Quy Nhơn
Tháng 8-1941

[Thông tin 1 nguồn tham khảo đã được ẩn]",https://www.thivien.net/T%E1%BB%91-H%E1%BB%AFu/Ba-ti%E1%BA%BFng/poem-h9Fcn8sAhG885fzUPZCJXQ
Bài ca lái xe đêm,"Khi mặt trời xuống núi
Anh em ơi lên đường
Ta băng qua cát bụi
Ta xông ra chiến trường!

Xe ta quý ta yêu
Ôi chiếc xe đồng chí
Cùng ta lăn sớm chiều
Cùng ta đi đánh Mỹ!

No chưa con ngựa chiến!
Ta mặc lá cho mày
Mau mau lên tiền tuyến
Chạy cho khoẻ cho hay!

Kéo cho nhanh pháo này
Chở cho đầy đạn đến!
Bộ đội ta đêm ngày
Đợi bàn tay tiếp viện!

Mang thêm dầu thêm sắt
Mang thêm thuốc thêm phân
Cho núi ta đánh giặc
Cho đồng ta nuôi quân

Đừng quên giấy quên kim
Cho các em các chị
Và cho những trái tim
Những thư tình chung thuỷ...

Ôi chiếc xe vận tải
Ta cầm lái đi đây
Nặng biết bao ơn ngãi
Quý hơn bao vàng đầy!

Xe ơi cùng ta bay
Dù mưa bom bão đạn
Ta lấy đêm làm ngày
Ta cùng cây làm bạn

Xe đi trong đêm tối
Dù đường lạ đường quen
Xe đi khôn lạc lối
Có mắt ta làm đèn.

Ta qua sông qua suối
Ta qua núi qua đèo
Lòng ta vui như hội
Như cờ bay gió reo

Ơi này anh xung phong
Ơi này o du kích
Có nghe thấy gì không?
Chuyện chi mà rúc rích!

Cảm ơn các đồng chí
Cho tôi mau sang phà
Hôm nay mừng thắng Mỹ
Xin hát tặng bài ca...","31-10-1965

[Thông tin 1 nguồn tham khảo đã được ẩn]",https://www.thivien.net/T%E1%BB%91-H%E1%BB%AFu/B%C3%A0i-ca-l%C3%A1i-xe-%C4%91%C3%AAm/poem-cXWmJRLSVT_l1ad7jbPc6w
Bài ca tháng mười,"Thuở Anh chưa ra đời
Trái đất còn nức nở
Nhân loại chửa thành người
Đêm ngàn năm man rợ.

Nước mắt, máu, mồ hôi
Đong hàng bát, hàng bát
Bán đổi lấy cơm ôi
Nhặt từng hạt, từng hạt...

Từ khi Anh đứng dậy
Trái đất bắt đầu cười
Và loài người, từ đấy
Ca bài ca Tháng Mười!

Những mắt buồn sắp nhắm
Bừng dậy, thấy tương lai
Những bàn tay lại nắm
Cờ đỏ qua đêm dài...

Những đầu lên máy chém
Nhìn đao phủ, hiên ngang:
“Muôn năm, Đảng Cộng sản”
“Chào Xô-viết Liên bang!”

Ơi người Anh dũng cảm
Luỹ thép sáng ngời ngời
Đây Việt Nam Tháng Tám
Em Liên Xô Tháng Mười!

Hoan hô Xta-lin
Đời đời cây đại thọ
Rợp bóng mát hoà bình
Đứng đầu ngọn sóng gió!

Hoan hô Hồ Chí Minh
Cây hải đăng mặt biển
Bão táp chẳng rung rinh
Lửa trường kỳ kháng chiến!","1950

[Thông tin 1 nguồn tham khảo đã được ẩn]",https://www.thivien.net/T%E1%BB%91-H%E1%BB%AFu/B%C3%A0i-ca-th%C3%A1ng-m%C6%B0%E1%BB%9Di/poem-4M_CwPODk9hreaH1KcO8mA
Cá nước,"Tôi ở Vĩnh Yên lên
Anh trên Sơn Cốt xuống
Gặp nhau lưng đèo Nhe
Bóng tre trùm mát rượi.

Anh là Vệ quốc quân
Tôi là người cán bộ
Hai đứa mỏi nhừ chân
Nghỉ hơi ngồi một chỗ.

Gặp nhau mới lần đầu
Họ tên nào có biết?
Anh người đâu, tôi đâu
Gần nhau là thân thiết.

Một thoáng lặng nhìn nhau
Mắt đã tìm hỏi chuyện
Đôi bộ áo quần nâu
Đã âm thầm thương mến.

Giọt giọt mồ hôi rơi
Trên má anh vàng nghệ
Anh vệ quốc quân ơi
Sao mà yêu anh thế!

Tôi nhích lại gần anh
Người bạn đường anh dũng
Anh chiến sĩ hiền lành
Tì tay trên mũi súng.

Anh kể chuyện tôi nghe
Trận chợ Đồn, chợ Rã
Ta đánh giặc chạy re
Hai đứa cười ha hả.

Rồi Bông Lau, Ỷ La
Ba trăm thằng tan xác
Cành cây móc thịt da
Thối inh rừng Việt Bắc.

Tàu giặc đắm sông Lô
Tha hồ mà uống nước
Máu tanh đến bây giờ
Chưa tan mùi bữa trước.

Mồm anh nở rất tươi
Mặt anh vàng thắm lại
Cánh đồng quê tháng mười
Thơm nức mùa gặt hái...

Xa xôi đầu xóm tre xanh
Có bà ru cháu nằm khoanh lòng già:
“Cháu ơi cháu lớn vái bà
Bố mày đi đánh giặc xa chưa về

Cháu ngoan cháu ngủ đi nhe
Mẹ mày ra chợ bán chè bán rau
Bố đi đánh giặc còn lâu
Mẹ mày cày cấy ruộng sâu tối ngày”

Anh có nghe thấy không
Ơi người anh Vệ quốc?

Chắc có lúc lòng anh
Nhớ nhà anh nhớ lắm
Ơi người bạn hiền lành
Mắt nhìn xa đăm đắm...

Trưa nay trên đèo cao
Ta say sưa vài phút
Chia nhau điếu thuốc lào
Nào anh hút tôi hút.

Rồi lát nữa chia đôi
Anh về xuôi tôi ngược
Lòng anh và lòng tôi
Mang nặng tình cá nước...","1947

[Thông tin 1 nguồn tham khảo đã được ẩn]",https://www.thivien.net/T%E1%BB%91-H%E1%BB%AFu/C%C3%A1-n%C6%B0%E1%BB%9Bc/poem-j5NlETAUXi0GAeuTujqBWQ
Chị bí thư nhà máy,"Chị bí thư nhà máy
Vững tay lái quốc doanh
Miệng nói và chân chạy
Như con thoi nhanh nhanh

Chẳng hám lợi, cầu danh
Chỉ ham dệt nhiều vải
Cho dân mặc ấm lành
Lấy đời vui làm lãi

Dám nghĩ, lại dám làm
Ghét ăn gian, nói dối
Ai tham bát bỏ mâm
Chị cứ đi, thẳng lối.

Cuộc sống là trường học
Quốc doanh, gốc thành công.
Sợi ngang vá sợi dọc
Dệt sao nên chữ “đồng”.","30-4-1991

[Thông tin 1 nguồn tham khảo đã được ẩn]",https://www.thivien.net/T%E1%BB%91-H%E1%BB%AFu/Ch%E1%BB%8B-b%C3%AD-th%C6%B0-nh%C3%A0-m%C3%A1y/poem-N5pSsLQDl0HoKfzShdtDhA
Chiếc áo xanh,"Em lại nhuộm cho anh
Chiếc áo màu lá xanh
Vì em ơi chiến tranh
Không chịu màu áo trắng.

Anh lại đi mưa nắng
Súng trên vai lên đường
Với màu xanh chiến thắng
Của miền Nam yêu thương

Giữa bom rơi đạn nổ
Những ngày đêm chiến trường
Anh sẽ quên gian khổ
Với màu xanh quê hương

Áo em nhuộm cho anh
Dù rách lành vẫn ấm
Vẫn tươi mãi màu xanh
Của tình yêu đằm thắm...","21-10-1965

[Thông tin 1 nguồn tham khảo đã được ẩn]",https://www.thivien.net/T%E1%BB%91-H%E1%BB%AFu/Chi%E1%BA%BFc-%C3%A1o-xanh/poem-4fWoxm0lnw1mTPHKNatnNA
Chiều,"Lão ngồi bên cửa sổ
Trong nắng nhạt chiều thu
Còng lưng đan chiếc rổ
Mai bán lấy vài xu.

Bàn tay khô lẩy bẩy
Kéo mũi lạt tre vàng
Theo điệu buồn run rẩy
Trên làn môi khô khan

Cho tới khi chiều tắt
Đôi ngọn lá vàng rơi
Vô tình qua trước mắt
Lão buông lạt trông trời

Từ lâu như thế mãi
Vẫn không nói không cười
Lão ngồi đan chậm rãi
Hy vọng của ngày mai...","Huế, tháng 10-1938

[Thông tin 1 nguồn tham khảo đã được ẩn]",https://www.thivien.net/T%E1%BB%91-H%E1%BB%AFu/Chi%E1%BB%81u/poem-M1GMoTFGcanfN8okdan26w
Có một ngày như thế,"Ba mươi tháng tư xưa
Có một ngày như thế
Sài Gòn đang nắng trưa
Bỗng rào rào mưa lệ

Giải phóng quân vào thành
Bụi đỏ áo rêu xanh
Dép lốp khinh lửa đạn
Sợ dẫm hoa quanh mình

Mười sáu năm dần trôi
Đất nước còn nóng bỏng
Nghĩa trang trắng màu vôi
Thầm nhắc người đang sống.

Đường đi lên, trăm ngả
Chân trời nào cho ta?
Ôi, cuộc đời vô giá
Gai lửa nở mùa hoa.

Mặc quanh ta sóng gió
Dù đâu đó chiều tà
Bình minh đang dậy đỏ
Tim ta cùng chim ca...","30-4-91

[Thông tin 1 nguồn tham khảo đã được ẩn]",https://www.thivien.net/T%E1%BB%91-H%E1%BB%AFu/C%C3%B3-m%E1%BB%99t-ng%C3%A0y-nh%C6%B0-th%E1%BA%BF/poem-F2PFJAEswB-Kn9nGRdG5eQ
"Con cá, chột nưa","Năm sáu ngày mệt xỉu
Thuốc làm khuây mấy điếu
Vài ba hớp nước trong
Suy nghĩ chuyện <span id=""id663dc63c51fde2d9d49d336e26c0435b"" class=""popup-comment"">bao đồng</span><i class=""fa fa-info-circle popupcmt""></i>
Vẫn không ngoài chuyện đói.
Đầu sàn, canh bốc khói
Chén cá nức mùi thơm
Lên hoạ với mùi cơm
Sao mà như cám dỗ!
Muốn ngủ mà không ngủ
Cái bụng cứ nằn nì:
“Ăn đi thôi, ăn đi!
Chết làm chi cho khổ!”
Nghe hắn thầm quyến rũ
Tôi đỏ mặt bừng tai:
“Im đi cái giọng mày
Tao thà cam chịu chết!”
Hắn nằm im đỡ mệt
Rồi tha thiết van lơn:
“Đời mới hai mươi xuân
Chết làm chi cho khổ!”
Hắn nói to nói nhỏ
Kể lể chuyện đê hèn
Tôi vẫn cứ nằm yên
Hắn liền thay chiến thuật:
“Thôi thì thôi, cứ vật
Nhưng phải ráng cầm hơi
Theo với bạn, với đời
Cho đến ngày kết quả.
Ăn đi vài con cá
Năm bảy cái chột nưa
Có ai biết ai ngờ?
Thế vẫn tròn danh dự
Không can chi mà sợ
Có hôi miệng hôi mồm
Còn có nước khi hôm
Uống vô là sạch hết!”

Lần này tôi thú thiệt:
Lời hắn cũng hay hay
Lý sự cũng đủ đầy
Nghe ra chừng phải quá!
Ăn đi vài con cá
Năm bảy cái chột nưa
Có ai biết, ai ngờ
Thế vẫn tròn danh dự
Nhưng mà tôi lưỡng lự
Suy nghĩ rồi lắc đầu
Đành không ai biết đâu
Vẫn không làm thế được!

Từ khi chân dấn bước
Trên con đường đấu tranh
Tôi sẵn có trong mình
Đôi mắt thần: chủ nghĩa.
Đã đứng trong đoàn thể
Bềnh vực lợi quyền chung
Sống chết có nhau cùng
Không được xa hàng ngũ
Không thể gì quyến rũ
Mua bán được lương tâm
Danh dự của riêng thân
Là của chung đồng chí
Phải giữ gìn tỉ mỉ
Như tròng mắt con ngươi
Đến cạn máu tàn hơi
Không xa rời kỷ luật!
Phải trải lòng chân thật
Không một nét quanh co
Không một bóng lờ mờ
Không một nhăn ám muội!

Bụng nghe, chừng biết tội
Từ đó hết nằn nì
Không dám thở than chi
Và tôi cười đắc thắng.","Lao Bảo, tháng 11-1940
(Trong những ngày tuyệt thực)

[Thông tin 1 nguồn tham khảo đã được ẩn]",https://www.thivien.net/T%E1%BB%91-H%E1%BB%AFu/Con-c%C3%A1-ch%E1%BB%99t-n%C6%B0a/poem-zjSIF4qbwagsu8Q0Dw-3OQ
Đông Kinh nhuộm máu,"Nhật hoàng! Nhật hoàng!
Trên ngai vàng chễm chệ
Uất hận của Phù Tang
Đã vang cùng sóng bể!

Trong lầu son lộng lẫy
Phe phẩy quạt ngà xinh
Nghe không ngươi huyết chảy
Trên đường sắt Đông Kinh?

Nghe không ngươi lời van
Từ đáy lòng, tha thiết:
- Thôi bàn tay hung tàn
Bắt chồng con ta chết!

Biết bao nhiêu quả phụ
Nhăn trán nhìn va-gông
Bao nhiêu nàng ủ rũ
Run rẩy đứng trông chồng!

Bỗng lay động ngàn binh
Còi tàu vang tiếng thét
Và đoàn xe rùng mình
Sắp lăn vào cõi chết!

Và khối người kinh hãi
Xúc động bởi tình thương
Như một đoàn hổ dại
Cùng tuôn đổ ra đường

Tung cao muôn bàn tay
Những bàn tay rối loạn:
- Hỡi Thiên tử cao dày
Vì chúng tôi cứu nạn!

Lần thứ hai còi thét
- Mặc! Chúng tôi nằm đây!
Hỡi Thiên hoàng soi xét
Chiến địa đã tràn thây!

Còi lại thét. Không thôi
Vẫn những lời nức nở:
- Trả chồng con chúng tôi
Hỡi Thiên hoàng muôn thuở!

Thiên hoàng trong cung điện
Lạnh ngắt, nghe gì đâu?
Và đoàn xe cứ nghiến
Tan nát những xương đầu.

Nhật hoàng! Nhật hoàng!
Trên ngai vàng chễm chệ
Uất hận của Phù Tang
Đã vang cùng sóng bể!","Huế, tháng 5-1938

[Thông tin 1 nguồn tham khảo đã được ẩn]",https://www.thivien.net/T%E1%BB%91-H%E1%BB%AFu/%C4%90%C3%B4ng-Kinh-nhu%E1%BB%99m-m%C3%A1u/poem-tJY147Nt2vghTqpXcK2wPw
